Orthogroup	Amel_protein_noIso	Bbub_protein_noIso	Bmus_protein_noIso	Casi_protein_noIso	Cdid_protein_noIso	Cdro_protein_noIso	Cimi_protein_noIso	Clup_protein_noIso	Cpor_protein_noIso	Csim_protein_noIso	Dnov_protein_noIso	Drot_protein_noIso	Emax_protein_noIso	Equa_protein_noIso	Hamp_protein_noIso	Hsap_protein_noIso	Lcat_protein_noIso	Mang_protein_noIso	Mdom_protein_noIso	Mjav_protein_noIso	Mmus_protein_noIso	Oafe_protein_noIso	Oana_protein_noIso	Opri_protein_noIso	Pafr_protein_noIso	Pgig_protein_noIso	Ptig_protein_noIso	Rfer_protein_noIso	Scar_protein_noIso	Shar_protein_noIso	Tman_protein_noIso	Ttru_protein_noIso
OG0027849															Hamp_XP.057605225.1																	
OG0027850															Hamp_XP.057605259.1																	
OG0027851															Hamp_XP.057605313.1																	
OG0027852															Hamp_XP.057605384.1																	
OG0027853															Hamp_XP.057605415.1																	
OG0027854															Hamp_XP.057605425.1																	
OG0027855															Hamp_XP.057605485.1																	
OG0027856															Hamp_XP.057605507.1																	
OG0027857															Hamp_XP.057605514.1																	
OG0027858															Hamp_XP.057605527.1																	
OG0027859															Hamp_XP.057605548.1																	
OG0027860															Hamp_XP.057605550.1																	
OG0027861															Hamp_XP.057605551.1																	
OG0027862															Hamp_XP.057605552.1																	
OG0027863															Hamp_XP.057605958.1																	
OG0027864															Hamp_XP.057606117.1																	
OG0027865															Hamp_XP.057606214.1																	
OG0027866															Hamp_XP.057606608.1																	
OG0027867																Hsap_NP.001002244.1																
OG0027868																Hsap_NP.001005922.1																
OG0027869																Hsap_NP.001009931.1																
OG0027870																Hsap_NP.001012726.1																
OG0027871																Hsap_NP.001012728.1																
OG0027872																Hsap_NP.001030344.1																
OG0027873																Hsap_NP.001072984.1																
OG0027874																Hsap_NP.001091999.1																
OG0027875																Hsap_NP.001138818.1																
OG0027876																Hsap_NP.001139513.1																
OG0027877																Hsap_NP.001177389.1																
OG0027878																Hsap_NP.001182233.1																
OG0027879																Hsap_NP.001186284.1																
OG0027880																Hsap_NP.001186902.2																
OG0027881																Hsap_NP.001189399.1																
OG0027882																Hsap_NP.001243506.2																
OG0027883																Hsap_NP.001265665.1																
OG0027884																Hsap_NP.001288171.1																
OG0027885																Hsap_NP.001289945.1																
OG0027886																Hsap_NP.001292553.1																
OG0027887																Hsap_NP.001308171.1																
OG0027888																Hsap_NP.001337906.1																
OG0027889																Hsap_NP.001352181.1																
OG0027890																Hsap_NP.001353733.1																
OG0027891																Hsap_NP.001354786.1																
OG0027892																Hsap_NP.001369514.1																
OG0027893																Hsap_NP.001380848.1																
OG0027894																Hsap_NP.001381079.1																
OG0027895																Hsap_NP.001382335.1																
OG0027896																Hsap_NP.001382364.1																
OG0027897																Hsap_NP.001382846.1																
OG0027898																Hsap_NP.001382996.1																
OG0027899																Hsap_NP.001393486.1																
OG0027900																Hsap_NP.001398073.1																
OG0027901																Hsap_NP.001401626.1																
OG0027902																Hsap_NP.001401631.1																
OG0027903																Hsap_NP.001401633.1																
OG0027904																Hsap_NP.001401656.1																
OG0027905																Hsap_NP.001401822.1																
OG0027906																Hsap_NP.001401824.1																
OG0027907																Hsap_NP.001401827.1																
OG0027908																Hsap_NP.001401831.1																
OG0027909																Hsap_NP.001401894.1																
OG0027910																Hsap_NP.001401929.1																
OG0027911																Hsap_NP.001404532.1																
OG0027912																Hsap_NP.002007.1																
OG0027913																Hsap_NP.002752.1																
OG0027914																Hsap_NP.003538.1																
OG0027915																Hsap_NP.005544.4																
OG0027916																Hsap_NP.054787.2																
OG0027917																Hsap_NP.059118.2																
OG0027918																Hsap_NP.079173.2																
OG0027919																Hsap_NP.112238.1																
OG0027920																Hsap_NP.114060.1																
OG0027921																Hsap_NP.115913.1																
OG0027922																Hsap_NP.149048.2																
OG0027923																Hsap_NP.149050.3																
OG0027924																Hsap_NP.149051.2																
OG0027925																Hsap_NP.619647.1																
OG0027926																Hsap_NP.659424.2																
OG0027927																Hsap_NP.660330.2																
OG0027928																Hsap_NP.942138.2																
OG0027929																Hsap_XP.011511654.1																
OG0027930																Hsap_XP.011513350.1																
OG0027931																Hsap_XP.011515047.1																
OG0027932																Hsap_XP.011517586.1																
OG0027933																Hsap_XP.011518072.1																
OG0027934																Hsap_XP.011520805.1																
OG0027935																Hsap_XP.011521400.1																
OG0027936																Hsap_XP.011524590.1																
OG0027937																Hsap_XP.011527386.1																
OG0027938																Hsap_XP.011528531.1																
OG0027939																Hsap_XP.011528963.1																
OG0027940																Hsap_XP.011535834.1																
OG0027941																Hsap_XP.011537392.1																
OG0027942																Hsap_XP.011538852.1																
OG0027943																Hsap_XP.011544569.1																
OG0027944																Hsap_XP.016858555.1																
OG0027945																Hsap_XP.016864848.1																
OG0027946																Hsap_XP.016867109.1																
OG0027947																Hsap_XP.016869648.1																
OG0027948																Hsap_XP.016870882.1																
OG0027949																Hsap_XP.016874144.1																
OG0027950																Hsap_XP.016876375.1																
OG0027951																Hsap_XP.016879449.1																
OG0027952																Hsap_XP.016879450.1																
OG0027953																Hsap_XP.016879452.1																
OG0027954																Hsap_XP.016880433.1																
OG0027955																Hsap_XP.016881199.1																
OG0027956																Hsap_XP.016881600.1																
OG0027957																Hsap_XP.016883057.1																
OG0027958																Hsap_XP.024302563.1																
OG0027959																Hsap_XP.024306586.1																
OG0027960																Hsap_XP.024308116.2																
OG0027961																Hsap_XP.024309285.1																
OG0027962																Hsap_XP.035717004.1																
OG0027963																Hsap_XP.041536422.1																
OG0027964																Hsap_XP.041536491.1																
OG0027965																Hsap_XP.047272425.1																
OG0027966																Hsap_XP.047272430.1																
OG0027967																Hsap_XP.047272432.1																
OG0027968																Hsap_XP.047272433.1																
OG0027969																Hsap_XP.047272435.1																
OG0027970																Hsap_XP.047272438.1																
OG0027971																Hsap_XP.047272446.1																
OG0027972																Hsap_XP.047272464.1																
OG0027973																Hsap_XP.047272496.1																
OG0027974																Hsap_XP.047272497.1																
OG0027975																Hsap_XP.047272499.1																
OG0027976																Hsap_XP.047272508.1																
OG0027977																Hsap_XP.047272514.1																
OG0027978																Hsap_XP.047272517.1																
OG0027979																Hsap_XP.047273646.1																
OG0027980																Hsap_XP.047273916.1																
OG0027981																Hsap_XP.047273923.1																
OG0027982																Hsap_XP.047273925.1																
OG0027983																Hsap_XP.047273934.1																
OG0027984																Hsap_XP.047273942.1																
OG0027985																Hsap_XP.047273943.1																
OG0027986																Hsap_XP.047273945.1																
OG0027987																Hsap_XP.047273947.1																
OG0027988																Hsap_XP.047273951.1																
OG0027989																Hsap_XP.047273954.1																
OG0027990																Hsap_XP.047273957.1																
OG0027991																Hsap_XP.047273958.1																
OG0027992																Hsap_XP.047273961.1																
OG0027993																Hsap_XP.047275346.1																
OG0027994																Hsap_XP.047275565.1																
OG0027995																Hsap_XP.047275566.1																
OG0027996																Hsap_XP.047275567.1																
OG0027997																Hsap_XP.047275569.1																
OG0027998																Hsap_XP.047275581.1																
OG0027999																Hsap_XP.047275584.1																
OG0028000																Hsap_XP.047275586.1																
OG0028001																Hsap_XP.047275587.1																
OG0028002																Hsap_XP.047275597.1																
OG0028003																Hsap_XP.047275599.1																
OG0028004																Hsap_XP.047275602.1																
OG0028005																Hsap_XP.047275608.1																
OG0028006																Hsap_XP.047275609.1																
OG0028007																Hsap_XP.047275616.1																
OG0028008																Hsap_XP.047275620.1																
OG0028009																Hsap_XP.047275820.1																
OG0028010																Hsap_XP.047276704.1																
OG0028011																Hsap_XP.047277115.1																
OG0028012																Hsap_XP.047277116.1																
OG0028013																Hsap_XP.047277117.1																
OG0028014																Hsap_XP.047277121.1																
OG0028015																Hsap_XP.047277125.1																
OG0028016																Hsap_XP.047277132.1																
OG0028017																Hsap_XP.047277133.1																
OG0028018																Hsap_XP.047278461.1																
OG0028019																Hsap_XP.047278462.1																
OG0028020																Hsap_XP.047278472.1																
OG0028021																Hsap_XP.047278474.1																
OG0028022																Hsap_XP.047278479.1																
OG0028023																Hsap_XP.047278481.1																
OG0028024																Hsap_XP.047278490.1																
OG0028025																Hsap_XP.047278494.1																
OG0028026																Hsap_XP.047278496.1																
OG0028027																Hsap_XP.047278618.1																
OG0028028																Hsap_XP.047279894.1																
OG0028029																Hsap_XP.047280232.1																
OG0028030																Hsap_XP.047280234.1																
OG0028031																Hsap_XP.047280235.1																
OG0028032																Hsap_XP.047280240.1																
OG0028033																Hsap_XP.047280256.1																
OG0028034																Hsap_XP.047280264.1																
OG0028035																Hsap_XP.047280267.1																
OG0028036																Hsap_XP.047280284.1																
OG0028037																Hsap_XP.047280290.1																
OG0028038																Hsap_XP.047280292.1																
OG0028039																Hsap_XP.047280333.1																
OG0028040																Hsap_XP.047282062.1																
OG0028041																Hsap_XP.047282067.1																
OG0028042																Hsap_XP.047282068.1																
OG0028043																Hsap_XP.047282069.1																
OG0028044																Hsap_XP.047282072.1																
OG0028045																Hsap_XP.047282078.1																
OG0028046																Hsap_XP.047282079.1																
OG0028047																Hsap_XP.047282084.1																
OG0028048																Hsap_XP.047282085.1																
OG0028049																Hsap_XP.047282087.1																
OG0028050																Hsap_XP.047282088.1																
OG0028051																Hsap_XP.047282090.1																
OG0028052																Hsap_XP.047282092.1																
OG0028053																Hsap_XP.047282093.1																
OG0028054																Hsap_XP.047283356.1																
OG0028055																Hsap_XP.047283907.1																
OG0028056																Hsap_XP.047283909.1																
OG0028057																Hsap_XP.047283910.1																
OG0028058																Hsap_XP.047283921.1																
OG0028059																Hsap_XP.047283937.1																
OG0028060																Hsap_XP.047283941.1																
OG0028061																Hsap_XP.047283946.1																
OG0028062																Hsap_XP.047283958.1																
OG0028063																Hsap_XP.047283961.1																
OG0028064																Hsap_XP.047283962.1																
OG0028065																Hsap_XP.047285902.1																
OG0028066																Hsap_XP.047285903.1																
OG0028067																Hsap_XP.047285904.1																
OG0028068																Hsap_XP.047285906.1																
OG0028069																Hsap_XP.047285907.1																
OG0028070																Hsap_XP.047285909.1																
OG0028071																Hsap_XP.047285910.1																
OG0028072																Hsap_XP.047285916.1																
OG0028073																Hsap_XP.047285922.1																
OG0028074																Hsap_XP.047285923.1																
OG0028075																Hsap_XP.047285924.1																
OG0028076																Hsap_XP.047285933.1																
OG0028077																Hsap_XP.047286769.1																
OG0028078																Hsap_XP.047286775.1																
OG0028079																Hsap_XP.047286777.1																
OG0028080																Hsap_XP.047286778.1																
OG0028081																Hsap_XP.047286780.1																
OG0028082																Hsap_XP.047286784.1																
OG0028083																Hsap_XP.047286789.1																
OG0028084																Hsap_XP.047286791.1																
OG0028085																Hsap_XP.047286794.1																
OG0028086																Hsap_XP.047286795.1																
OG0028087																Hsap_XP.047286802.1																
OG0028088																Hsap_XP.047286803.1																
OG0028089																Hsap_XP.047286811.1																
OG0028090																Hsap_XP.047286814.1																
OG0028091																Hsap_XP.047287991.1																
OG0028092																Hsap_XP.047287992.1																
OG0028093																Hsap_XP.047287998.1																
OG0028094																Hsap_XP.047288000.1																
OG0028095																Hsap_XP.047288001.1																
OG0028096																Hsap_XP.047288002.1																
OG0028097																Hsap_XP.047288004.1																
OG0028098																Hsap_XP.047288005.1																
OG0028099																Hsap_XP.047288006.1																
OG0028100																Hsap_XP.047289361.1																
OG0028101																Hsap_XP.047289362.1																
OG0028102																Hsap_XP.047289364.1																
OG0028103																Hsap_XP.047289382.1																
OG0028104																Hsap_XP.047289384.1																
OG0028105																Hsap_XP.047289385.1																
OG0028106																Hsap_XP.047289386.1																
OG0028107																Hsap_XP.047289388.1																
OG0028108																Hsap_XP.047289389.1																
OG0028109																Hsap_XP.047290953.1																
OG0028110																Hsap_XP.047290956.1																
OG0028111																Hsap_XP.047290966.1																
OG0028112																Hsap_XP.047290972.1																
OG0028113																Hsap_XP.047290973.1																
OG0028114																Hsap_XP.047290977.1																
OG0028115																Hsap_XP.047290978.1																
OG0028116																Hsap_XP.047290982.1																
OG0028117																Hsap_XP.047290983.1																
OG0028118																Hsap_XP.047290986.1																
OG0028119																Hsap_XP.047290987.1																
OG0028120																Hsap_XP.047290991.1																
OG0028121																Hsap_XP.047290996.1																
OG0028122																Hsap_XP.047291067.1																
OG0028123																Hsap_XP.047291551.1																
OG0028124																Hsap_XP.047292583.1																
OG0028125																Hsap_XP.047292619.1																
OG0028126																Hsap_XP.047292690.1																
OG0028127																Hsap_XP.047292710.1																
OG0028128																Hsap_XP.047293188.1																
OG0028129																Hsap_XP.047293209.1																
OG0028130																Hsap_XP.047293210.1																
OG0028131																Hsap_XP.047293218.1																
OG0028132																Hsap_XP.047293219.1																
OG0028133																Hsap_XP.047293220.1																
OG0028134																Hsap_XP.047293225.1																
OG0028135																Hsap_XP.047293508.1																
OG0028136																Hsap_XP.047293582.1																
OG0028137																Hsap_XP.047293939.1																
OG0028138																Hsap_XP.047293940.1																
OG0028139																Hsap_XP.047293941.1																
OG0028140																Hsap_XP.047293944.1																
OG0028141																Hsap_XP.047293945.1																
OG0028142																Hsap_XP.047293946.1																
OG0028143																Hsap_XP.047293980.1																
OG0028144																Hsap_XP.047294139.1																
OG0028145																Hsap_XP.047294169.1																
OG0028146																Hsap_XP.047295075.1																
OG0028147																Hsap_XP.047295128.1																
OG0028148																Hsap_XP.047295432.1																
OG0028149																Hsap_XP.047295466.1																
OG0028150																Hsap_XP.047295505.1																
OG0028151																Hsap_XP.047295510.1																
OG0028152																Hsap_XP.047295745.1																
OG0028153																Hsap_XP.047295746.1																
OG0028154																Hsap_XP.047295747.1																
OG0028155																Hsap_XP.047295751.1																
OG0028156																Hsap_XP.047295752.1																
OG0028157																Hsap_XP.047295753.1																
OG0028158																Hsap_XP.047295754.1																
OG0028159																Hsap_XP.047295755.1																
OG0028160																Hsap_XP.047295756.1																
OG0028161																Hsap_XP.047295757.1																
OG0028162																Hsap_XP.047295758.1																
OG0028163																Hsap_XP.047295759.1																
OG0028164																Hsap_XP.047295760.1																
OG0028165																Hsap_XP.047295762.1																
OG0028166																Hsap_XP.047296585.1																
OG0028167																Hsap_XP.047296587.1																
OG0028168																Hsap_XP.047296588.1																
OG0028169																Hsap_XP.047296589.1																
OG0028170																Hsap_XP.047296590.1																
OG0028171																Hsap_XP.047296591.1																
OG0028172																Hsap_XP.047296592.1																
OG0028173																Hsap_XP.047296593.1																
OG0028174																Hsap_XP.047296594.1																
OG0028175																Hsap_XP.047297012.1																
OG0028176																Hsap_XP.047297013.1																
OG0028177																Hsap_XP.047297015.1																
OG0028178																Hsap_XP.047297017.1																
OG0028179																Hsap_XP.047297018.1																
OG0028180																Hsap_XP.047297019.1																
OG0028181																Hsap_XP.047297302.1																
OG0028182																Hsap_XP.047297647.1																
OG0028183																Hsap_XP.047297649.1																
OG0028184																Hsap_XP.047297654.1																
OG0028185																Hsap_XP.047297655.1																
OG0028186																Hsap_XP.047297656.1																
OG0028187																Hsap_XP.047297657.1																
OG0028188																Hsap_XP.047298374.1																
OG0028189																Hsap_XP.047298585.1																
OG0028190																Hsap_XP.047298661.1																
OG0028191																Hsap_XP.047298663.1																
OG0028192																Hsap_XP.047298741.1																
OG0028193																Hsap_XP.047298758.1																
OG0028194																Hsap_XP.047298760.1																
OG0028195																Hsap_XP.047298766.1																
OG0028196																Hsap_XP.047298907.1																
OG0028197																Hsap_XP.047299078.1																
OG0028198																Hsap_XP.047299136.1																
OG0028199																Hsap_XP.047299161.1																
OG0028200																Hsap_XP.047301524.1																
OG0028201																Hsap_XP.047302500.1																
OG0028202																Hsap_XP.047302502.1																
OG0028203																Hsap_XP.047302513.1																
OG0028204																Hsap_XP.047302522.1																
OG0028205																Hsap_XP.047302527.1																
OG0028206																Hsap_XP.047302529.1																
OG0028207																Hsap_XP.047302704.1																
OG0028208																Hsap_XP.047302705.1																
OG0028209																Hsap_XP.047302710.1																
OG0028210																Hsap_XP.047302729.1																
OG0028211																Hsap_XP.047302829.1																
OG0028212																Hsap_XP.047302834.1																
OG0028213																Hsap_XP.047302836.1																
OG0028214																Hsap_XP.047302839.1																
OG0028215																Hsap_XP.047302840.1																
OG0028216																Hsap_XP.047302841.1																
OG0028217																Hsap_XP.047302843.1																
OG0028218																Hsap_XP.047302847.1																
OG0028219																Hsap_XP.047302848.1																
OG0028220																Hsap_XP.047305356.1																
OG0028221																Hsap_XP.047305374.1																
OG0028222																Hsap_XP.047305377.1																
OG0028223																Hsap_XP.047305381.1																
OG0028224																Hsap_XP.047305388.1																
OG0028225																Hsap_XP.047305390.1																
OG0028226																Hsap_XP.047305392.1																
OG0028227																Hsap_XP.047305394.1																
OG0028228																Hsap_XP.047305395.1																
OG0028229																Hsap_XP.047305396.1																
OG0028230																Hsap_XP.047305398.1																
OG0028231																Hsap_XP.054184396.1																
OG0028232																Hsap_XP.054184403.1																
OG0028233																Hsap_XP.054185016.1																
OG0028234																Hsap_XP.054185368.1																
OG0028235																Hsap_XP.054188258.1																
OG0028236																Hsap_XP.054188800.1																
OG0028237																Hsap_XP.054189063.1																
OG0028238																	Lcat_XP.045381135.1															
OG0028239																	Lcat_XP.045381138.1															
OG0028240																	Lcat_XP.045381229.1															
OG0028241																	Lcat_XP.045381385.1															
OG0028242																	Lcat_XP.045381823.1															
OG0028243																	Lcat_XP.045382172.1															
OG0028244																	Lcat_XP.045382424.1															
OG0028245																	Lcat_XP.045382429.1															
OG0028246																	Lcat_XP.045382431.1															
OG0028247																	Lcat_XP.045382433.1															
OG0028248																	Lcat_XP.045382439.1															
OG0028249																	Lcat_XP.045382441.1															
OG0028250																	Lcat_XP.045382443.1															
OG0028251																	Lcat_XP.045382451.1															
OG0028252																	Lcat_XP.045382645.1															
OG0028253																	Lcat_XP.045382759.1															
OG0028254																	Lcat_XP.045382781.1															
OG0028255																	Lcat_XP.045382932.1															
OG0028256																	Lcat_XP.045382949.1															
OG0028257																	Lcat_XP.045382955.1															
OG0028258																	Lcat_XP.045382956.1															
OG0028259																	Lcat_XP.045382961.1															
OG0028260																	Lcat_XP.045382969.1															
OG0028261																	Lcat_XP.045382982.1															
OG0028262																	Lcat_XP.045382999.1															
OG0028263																	Lcat_XP.045383000.1															
OG0028264																	Lcat_XP.045383185.1															
OG0028265																	Lcat_XP.045383571.1															
OG0028266																	Lcat_XP.045383579.1															
OG0028267																	Lcat_XP.045383588.1															
OG0028268																	Lcat_XP.045383591.1															
OG0028269																	Lcat_XP.045383646.1															
OG0028270																	Lcat_XP.045384035.1															
OG0028271																	Lcat_XP.045384062.1															
OG0028272																	Lcat_XP.045384103.1															
OG0028273																	Lcat_XP.045384365.1															
OG0028274																	Lcat_XP.045384367.1															
OG0028275																	Lcat_XP.045384370.1															
OG0028276																	Lcat_XP.045384398.1															
OG0028277																	Lcat_XP.045384633.1															
OG0028278																	Lcat_XP.045384866.1															
OG0028279																	Lcat_XP.045385555.1															
OG0028280																	Lcat_XP.045386426.1															
OG0028281																	Lcat_XP.045386427.1															
OG0028282																	Lcat_XP.045386428.1															
OG0028283																	Lcat_XP.045386437.1															
OG0028284																	Lcat_XP.045386440.1															
OG0028285																	Lcat_XP.045386707.1															
OG0028286																	Lcat_XP.045386905.1															
OG0028287																	Lcat_XP.045386916.1															
OG0028288																	Lcat_XP.045387752.1															
OG0028289																	Lcat_XP.045387808.1															
OG0028290																	Lcat_XP.045387820.1															
OG0028291																	Lcat_XP.045387886.1															
OG0028292																	Lcat_XP.045387922.1															
OG0028293																	Lcat_XP.045388515.1															
OG0028294																	Lcat_XP.045389079.1															
OG0028295																	Lcat_XP.045389113.1															
OG0028296																	Lcat_XP.045389259.1															
OG0028297																	Lcat_XP.045389267.1															
OG0028298																	Lcat_XP.045389268.1															
OG0028299																	Lcat_XP.045389683.1															
OG0028300																	Lcat_XP.045389786.1															
OG0028301																	Lcat_XP.045389959.1															
OG0028302																	Lcat_XP.045390039.1															
OG0028303																	Lcat_XP.045390118.1															
OG0028304																	Lcat_XP.045390270.1															
OG0028305																	Lcat_XP.045390665.1															
OG0028306																	Lcat_XP.045390672.1															
OG0028307																	Lcat_XP.045390684.1															
OG0028308																	Lcat_XP.045390691.1															
OG0028309																	Lcat_XP.045390815.1															
OG0028310																	Lcat_XP.045391062.1															
OG0028311																	Lcat_XP.045391139.1															
OG0028312																	Lcat_XP.045391196.1															
OG0028313																	Lcat_XP.045391199.1															
OG0028314																	Lcat_XP.045391576.1															
OG0028315																	Lcat_XP.045391907.1															
OG0028316																	Lcat_XP.045392054.1															
OG0028317																	Lcat_XP.045392140.1															
OG0028318																	Lcat_XP.045392190.1															
OG0028319																	Lcat_XP.045392196.1															
OG0028320																	Lcat_XP.045392466.1															
OG0028321																	Lcat_XP.045392595.1															
OG0028322																	Lcat_XP.045392744.1															
OG0028323																	Lcat_XP.045392904.1															
OG0028324																	Lcat_XP.045392991.1															
OG0028325																	Lcat_XP.045393054.1															
OG0028326																	Lcat_XP.045393560.1															
OG0028327																	Lcat_XP.045393746.1															
OG0028328																	Lcat_XP.045393757.1															
OG0028329																	Lcat_XP.045393765.1															
OG0028330																	Lcat_XP.045393779.1															
OG0028331																	Lcat_XP.045393803.1															
OG0028332																	Lcat_XP.045393807.1															
OG0028333																	Lcat_XP.045393816.1															
OG0028334																	Lcat_XP.045393831.1															
OG0028335																	Lcat_XP.045393848.1															
OG0028336																	Lcat_XP.045393851.1															
OG0028337																	Lcat_XP.045394045.1															
OG0028338																	Lcat_XP.045394057.1															
OG0028339																	Lcat_XP.045394070.1															
OG0028340																	Lcat_XP.045394725.1															
OG0028341																	Lcat_XP.045394768.1															
OG0028342																	Lcat_XP.045394865.1															
OG0028343																	Lcat_XP.045394873.1															
OG0028344																	Lcat_XP.045394940.1															
OG0028345																	Lcat_XP.045395113.1															
OG0028346																	Lcat_XP.045395186.1															
OG0028347																	Lcat_XP.045395343.1															
OG0028348																	Lcat_XP.045395387.1															
OG0028349																	Lcat_XP.045395509.1															
OG0028350																	Lcat_XP.045395837.1															
OG0028351																	Lcat_XP.045396355.1															
OG0028352																	Lcat_XP.045396366.1															
OG0028353																	Lcat_XP.045396569.1															
OG0028354																	Lcat_XP.045396709.1															
OG0028355																	Lcat_XP.045396710.1															
OG0028356																	Lcat_XP.045396713.1															
OG0028357																	Lcat_XP.045396844.1															
OG0028358																	Lcat_XP.045396891.1															
OG0028359																	Lcat_XP.045397006.1															
OG0028360																	Lcat_XP.045397260.1															
OG0028361																	Lcat_XP.045397491.1															
OG0028362																	Lcat_XP.045397582.1															
OG0028363																	Lcat_XP.045397709.1															
OG0028364																	Lcat_XP.045397735.1															
OG0028365																	Lcat_XP.045398088.1															
OG0028366																	Lcat_XP.045398122.1															
OG0028367																	Lcat_XP.045398147.1															
OG0028368																	Lcat_XP.045398150.1															
OG0028369																	Lcat_XP.045398155.1															
OG0028370																	Lcat_XP.045398172.1															
OG0028371																	Lcat_XP.045398174.1															
OG0028372																	Lcat_XP.045398206.1															
OG0028373																	Lcat_XP.045398210.1															
OG0028374																	Lcat_XP.045398211.1															
OG0028375																	Lcat_XP.045398261.1															
OG0028376																	Lcat_XP.045398896.1															
OG0028377																	Lcat_XP.045398910.1															
OG0028378																	Lcat_XP.045398938.1															
OG0028379																	Lcat_XP.045398994.1															
OG0028380																	Lcat_XP.045399083.1															
OG0028381																	Lcat_XP.045399087.1															
OG0028382																	Lcat_XP.045399113.1															
OG0028383																	Lcat_XP.045399217.1															
OG0028384																	Lcat_XP.045399291.1															
OG0028385																	Lcat_XP.045399542.1															
OG0028386																	Lcat_XP.045399676.1															
OG0028387																	Lcat_XP.045399871.1															
OG0028388																	Lcat_XP.045400266.1															
OG0028389																	Lcat_XP.045400448.1															
OG0028390																	Lcat_XP.045400578.1															
OG0028391																	Lcat_XP.045400679.1															
OG0028392																	Lcat_XP.045400725.1															
OG0028393																	Lcat_XP.045400855.1															
OG0028394																	Lcat_XP.045400938.1															
OG0028395																	Lcat_XP.045401073.1															
OG0028396																	Lcat_XP.045401418.1															
OG0028397																	Lcat_XP.045401531.1															
OG0028398																	Lcat_XP.045401710.1															
OG0028399																	Lcat_XP.045401834.1															
OG0028400																	Lcat_XP.045401940.1															
OG0028401																	Lcat_XP.045402141.1															
OG0028402																	Lcat_XP.045402297.1															
OG0028403																	Lcat_XP.045402299.1															
OG0028404																	Lcat_XP.045402310.1															
OG0028405																	Lcat_XP.045402376.1															
OG0028406																	Lcat_XP.045402451.1															
OG0028407																	Lcat_XP.045402457.1															
OG0028408																	Lcat_XP.045402458.1															
OG0028409																	Lcat_XP.045402466.1															
OG0028410																	Lcat_XP.045402467.1															
OG0028411																	Lcat_XP.045402492.1															
OG0028412																	Lcat_XP.045402496.1															
OG0028413																	Lcat_XP.045402499.1															
OG0028414																	Lcat_XP.045402506.1															
OG0028415																	Lcat_XP.045402511.1															
OG0028416																	Lcat_XP.045403731.1															
OG0028417																	Lcat_XP.045403739.1															
OG0028418																	Lcat_XP.045403939.1															
OG0028419																	Lcat_XP.045404016.1															
OG0028420																	Lcat_XP.045404731.1															
OG0028421																	Lcat_XP.045404758.1															
OG0028422																	Lcat_XP.045404763.1															
OG0028423																	Lcat_XP.045404892.1															
OG0028424																	Lcat_XP.045404899.1															
OG0028425																	Lcat_XP.045404901.1															
OG0028426																	Lcat_XP.045404944.1															
OG0028427																	Lcat_XP.045404989.1															
OG0028428																	Lcat_XP.045405076.1															
OG0028429																	Lcat_XP.045405646.1															
OG0028430																	Lcat_XP.045405825.1															
OG0028431																	Lcat_XP.045405846.1															
OG0028432																	Lcat_XP.045406190.1															
OG0028433																	Lcat_XP.045406195.1															
OG0028434																	Lcat_XP.045406306.1															
OG0028435																	Lcat_XP.045407110.1															
OG0028436																	Lcat_XP.045407248.1															
OG0028437																	Lcat_XP.045407316.1															
OG0028438																	Lcat_XP.045407487.1															
OG0028439																	Lcat_XP.045407495.1															
OG0028440																	Lcat_XP.045407587.1															
OG0028441																	Lcat_XP.045407764.1															
OG0028442																	Lcat_XP.045407787.1															
OG0028443																	Lcat_XP.045407961.1															
OG0028444																	Lcat_XP.045407981.1															
OG0028445																	Lcat_XP.045407983.1															
OG0028446																	Lcat_XP.045408417.1															
OG0028447																	Lcat_XP.045408520.1															
OG0028448																	Lcat_XP.045408539.1															
OG0028449																	Lcat_XP.045408548.1															
OG0028450																	Lcat_XP.045408558.1															
OG0028451																	Lcat_XP.045408564.1															
OG0028452																	Lcat_XP.045408574.1															
OG0028453																	Lcat_XP.045408592.1															
OG0028454																	Lcat_XP.045408686.1															
OG0028455																	Lcat_XP.045409086.1															
OG0028456																	Lcat_XP.045410057.1															
OG0028457																	Lcat_XP.045410069.1															
OG0028458																	Lcat_XP.045410369.1															
OG0028459																	Lcat_XP.045410668.1															
OG0028460																	Lcat_XP.045410669.1															
OG0028461																	Lcat_XP.045410749.1															
OG0028462																	Lcat_XP.045411084.1															
OG0028463																	Lcat_XP.045411094.1															
OG0028464																	Lcat_XP.045411106.1															
OG0028465																	Lcat_XP.045411118.1															
OG0028466																	Lcat_XP.045411129.1															
OG0028467																	Lcat_XP.045411140.1															
OG0028468																	Lcat_XP.045411331.1															
OG0028469																	Lcat_XP.045411365.1															
OG0028470																	Lcat_XP.045412277.1															
OG0028471																	Lcat_XP.045412668.1															
OG0028472																	Lcat_XP.045412809.1															
OG0028473																	Lcat_XP.045412811.1															
OG0028474																	Lcat_XP.045412820.1															
OG0028475																	Lcat_XP.045412872.1															
OG0028476																	Lcat_XP.045412878.1															
OG0028477																	Lcat_XP.045412959.1															
OG0028478																	Lcat_XP.045413025.1															
OG0028479																	Lcat_XP.045413026.1															
OG0028480																	Lcat_XP.045413034.1															
OG0028481																	Lcat_XP.045413039.1															
OG0028482																	Lcat_XP.045413043.1															
OG0028483																	Lcat_XP.045413045.1															
OG0028484																	Lcat_XP.045413046.1															
