Orthogroup	Dalb_protein_noIso	Dana_protein_noIso	Dari_protein_noIso	Dbip_protein_noIso	Dbus_protein_noIso	Dele_protein_noIso	Dere_protein_noIso	Dgri_protein_noIso	Dhyd_protein_noIso	Dkik_protein_noIso	Dmel_protein_noIso	Dmir_protein_noIso	Dpse_protein_noIso	Dsec_protein_noIso	Dser_protein_noIso	Dsuz_protein_noIso	Dwil_protein_noIso
OG0016665										Dkik_XP.017029176.1							
OG0016666										Dkik_XP.017029377.1							
OG0016667										Dkik_XP.017029637.1							
OG0016668										Dkik_XP.017030017.1							
OG0016669										Dkik_XP.017030125.1							
OG0016670										Dkik_XP.017030146.1							
OG0016671										Dkik_XP.017030148.1							
OG0016672										Dkik_XP.017030202.1							
OG0016673										Dkik_XP.017030376.1							
OG0016674										Dkik_XP.017030394.1							
OG0016675										Dkik_XP.017030431.1							
OG0016676										Dkik_XP.017030435.1							
OG0016677										Dkik_XP.017030556.1							
OG0016678										Dkik_XP.017030710.1							
OG0016679										Dkik_XP.017030853.1							
OG0016680										Dkik_XP.017031132.1							
OG0016681										Dkik_XP.017031137.2							
OG0016682										Dkik_XP.017031390.1							
OG0016683										Dkik_XP.017031512.1							
OG0016684										Dkik_XP.017032935.1							
OG0016685										Dkik_XP.017033210.1							
OG0016686										Dkik_XP.017033476.1							
OG0016687										Dkik_XP.017034082.1							
OG0016688										Dkik_XP.017034577.2							
OG0016689										Dkik_XP.017034598.1							
OG0016690										Dkik_XP.017034649.1							
OG0016691										Dkik_XP.017035620.1							
OG0016692										Dkik_XP.017036410.1							
OG0016693										Dkik_XP.017036821.1							
OG0016694										Dkik_XP.017037177.1							
OG0016695										Dkik_XP.017037282.1							
OG0016696										Dkik_XP.017037304.1							
OG0016697										Dkik_XP.017038012.1							
OG0016698										Dkik_XP.017038061.1							
OG0016699										Dkik_XP.017038083.2							
OG0016700										Dkik_XP.017038112.1							
OG0016701										Dkik_XP.017038114.1							
OG0016702										Dkik_XP.017038503.1							
OG0016703										Dkik_XP.017038556.1							
OG0016704										Dkik_XP.017038567.1							
OG0016705										Dkik_XP.041630257.1							
OG0016706										Dkik_XP.041630297.1							
OG0016707										Dkik_XP.041630365.1							
OG0016708										Dkik_XP.041630425.1							
OG0016709										Dkik_XP.041630459.1							
OG0016710										Dkik_XP.041630469.1							
OG0016711										Dkik_XP.041630472.1							
OG0016712										Dkik_XP.041630596.1							
OG0016713										Dkik_XP.041630608.1							
OG0016714										Dkik_XP.041630714.1							
OG0016715										Dkik_XP.041630846.1							
OG0016716										Dkik_XP.041630898.1							
OG0016717										Dkik_XP.041630971.1							
OG0016718										Dkik_XP.041630975.1							
OG0016719										Dkik_XP.041630976.1							
OG0016720										Dkik_XP.041630978.1							
OG0016721										Dkik_XP.041630986.1							
OG0016722										Dkik_XP.041630990.1							
OG0016723										Dkik_XP.041630992.1							
OG0016724										Dkik_XP.041630999.1							
OG0016725										Dkik_XP.041631000.1							
OG0016726										Dkik_XP.041631001.1							
OG0016727										Dkik_XP.041631298.1							
OG0016728										Dkik_XP.041631334.1							
OG0016729										Dkik_XP.041631353.1							
OG0016730										Dkik_XP.041631392.1							
OG0016731										Dkik_XP.041631401.1							
OG0016732										Dkik_XP.041631711.1							
OG0016733										Dkik_XP.041631720.1							
OG0016734										Dkik_XP.041631723.1							
OG0016735										Dkik_XP.041631732.1							
OG0016736										Dkik_XP.041631847.1							
OG0016737										Dkik_XP.041631877.1							
OG0016738										Dkik_XP.041631883.1							
OG0016739										Dkik_XP.041631887.1							
OG0016740										Dkik_XP.041631925.1							
OG0016741										Dkik_XP.041632030.1							
OG0016742										Dkik_XP.041632095.1							
OG0016743										Dkik_XP.041632217.1							
OG0016744										Dkik_XP.041632220.1							
OG0016745										Dkik_XP.041632462.1							
OG0016746										Dkik_XP.041632464.1							
OG0016747										Dkik_XP.041632637.1							
OG0016748										Dkik_XP.041632676.1							
OG0016749										Dkik_XP.041632677.1							
OG0016750										Dkik_XP.041632691.1							
OG0016751										Dkik_XP.041632699.1							
OG0016752										Dkik_XP.041632753.1							
OG0016753										Dkik_XP.041632799.1							
OG0016754										Dkik_XP.041632851.1							
OG0016755										Dkik_XP.041632900.1							
OG0016756										Dkik_XP.041632906.1							
OG0016757										Dkik_XP.041632962.1							
OG0016758										Dkik_XP.041632983.1							
OG0016759										Dkik_XP.041632997.1							
OG0016760										Dkik_XP.041633003.1							
OG0016761										Dkik_XP.041633111.1							
OG0016762										Dkik_XP.041633236.1							
OG0016763										Dkik_XP.041633242.1							
OG0016764										Dkik_XP.041633341.1							
OG0016765										Dkik_XP.041633441.1							
OG0016766										Dkik_XP.041633459.1							
OG0016767											Dmel_NP.001014551.1						
OG0016768											Dmel_NP.001097701.1						
OG0016769											Dmel_NP.001138050.1						
OG0016770											Dmel_NP.001138051.1						
OG0016771											Dmel_NP.001138052.1						
OG0016772											Dmel_NP.001188599.1						
OG0016773											Dmel_NP.001188788.2						
OG0016774											Dmel_NP.001246244.1						
OG0016775											Dmel_NP.001247043.1						
OG0016776											Dmel_NP.001247074.1						
OG0016777											Dmel_NP.001259862.1						
OG0016778											Dmel_NP.001259863.1						
OG0016779											Dmel_NP.001260012.1						
OG0016780											Dmel_NP.001260359.1						
OG0016781											Dmel_NP.001260533.1						
OG0016782											Dmel_NP.001260648.1						
OG0016783											Dmel_NP.001263026.1						
OG0016784											Dmel_NP.001285585.1						
OG0016785											Dmel_NP.001285810.1						
OG0016786											Dmel_NP.001285992.1						
OG0016787											Dmel_NP.001286285.1						
OG0016788											Dmel_NP.001286389.1						
OG0016789											Dmel_NP.001286576.1						
OG0016790											Dmel_NP.001287004.1						
OG0016791											Dmel_NP.001287026.1						
OG0016792											Dmel_NP.001287146.1						
OG0016793											Dmel_NP.001287370.1						
OG0016794											Dmel_NP.001287445.2						
OG0016795											Dmel_NP.001287453.2						
OG0016796											Dmel_NP.001303331.1						
OG0016797											Dmel_NP.001303532.2						
OG0016798											Dmel_NP.001303536.2						
OG0016799											Dmel_NP.001303572.1						
OG0016800											Dmel_NP.001334678.1						
OG0016801											Dmel_NP.001334694.1						
OG0016802											Dmel_NP.001334697.1						
OG0016803											Dmel_NP.001334700.1						
OG0016804											Dmel_NP.001334703.1						
OG0016805											Dmel_NP.001334721.1						
OG0016806											Dmel_NP.001334727.1						
OG0016807											Dmel_NP.001334736.1						
OG0016808											Dmel_NP.001334746.1						
OG0016809											Dmel_NP.001350865.1						
OG0016810											Dmel_NP.001368958.1						
OG0016811											Dmel_NP.001369062.1						
OG0016812											Dmel_NP.001369119.1						
OG0016813											Dmel_NP.001369125.1						
OG0016814											Dmel_NP.001401029.1						
OG0016815											Dmel_NP.001401040.1						
OG0016816											Dmel_NP.001401045.1						
OG0016817											Dmel_NP.523436.1						
OG0016818											Dmel_NP.524255.2						
OG0016819											Dmel_NP.525060.1						
OG0016820											Dmel_NP.572186.1						
OG0016821											Dmel_NP.572751.1						
OG0016822											Dmel_NP.608453.1						
OG0016823											Dmel_NP.649404.1						
OG0016824											Dmel_NP.652363.1						
OG0016825											Dmel_NP.652377.1						
OG0016826											Dmel_NP.730339.1						
OG0016827											Dmel_NP.731093.2						
OG0016828											Dmel_NP.996245.1						
OG0016829												Dmir_XP.017134683.2					
OG0016830												Dmir_XP.017135094.1					
OG0016831												Dmir_XP.017135417.1					
OG0016832												Dmir_XP.017135900.1					
OG0016833												Dmir_XP.017136196.1					
OG0016834												Dmir_XP.017136377.1					
OG0016835												Dmir_XP.017136471.1					
OG0016836												Dmir_XP.017137275.1					
OG0016837												Dmir_XP.017137878.1					
OG0016838												Dmir_XP.017137914.1					
OG0016839												Dmir_XP.017138624.1					
OG0016840												Dmir_XP.017138913.1					
OG0016841												Dmir_XP.017139129.2					
OG0016842												Dmir_XP.017139466.1					
OG0016843												Dmir_XP.017139562.1					
OG0016844												Dmir_XP.017139612.1					
OG0016845												Dmir_XP.017140239.1					
OG0016846												Dmir_XP.017140347.1					
OG0016847												Dmir_XP.017140420.1					
OG0016848												Dmir_XP.017141127.1					
OG0016849												Dmir_XP.017141799.1					
OG0016850												Dmir_XP.017142126.1					
OG0016851												Dmir_XP.017142468.1					
OG0016852												Dmir_XP.017142531.1					
OG0016853												Dmir_XP.017142600.1					
OG0016854												Dmir_XP.017142922.1					
OG0016855												Dmir_XP.017144004.1					
OG0016856												Dmir_XP.017144450.1					
OG0016857												Dmir_XP.017144823.1					
OG0016858												Dmir_XP.017144993.2					
OG0016859												Dmir_XP.017145517.1					
OG0016860												Dmir_XP.017145961.1					
OG0016861												Dmir_XP.017146382.1					
OG0016862												Dmir_XP.017147941.1					
OG0016863												Dmir_XP.017148059.2					
OG0016864												Dmir_XP.017149469.2					
OG0016865												Dmir_XP.017150095.1					
OG0016866												Dmir_XP.017150847.1					
OG0016867												Dmir_XP.017150935.1					
OG0016868												Dmir_XP.017150950.1					
OG0016869												Dmir_XP.017151107.1					
OG0016870												Dmir_XP.017151114.1					
OG0016871												Dmir_XP.017151143.1					
OG0016872												Dmir_XP.017151202.1					
OG0016873												Dmir_XP.017151364.2					
OG0016874												Dmir_XP.017151489.2					
OG0016875												Dmir_XP.017151582.1					
OG0016876												Dmir_XP.017151583.1					
OG0016877												Dmir_XP.017151740.1					
OG0016878												Dmir_XP.017151768.2					
OG0016879												Dmir_XP.017152000.1					
OG0016880												Dmir_XP.017152058.1					
OG0016881												Dmir_XP.017152437.2					
OG0016882												Dmir_XP.017152451.1					
OG0016883												Dmir_XP.017152712.1					
OG0016884												Dmir_XP.017152830.2					
OG0016885												Dmir_XP.017153302.1					
OG0016886												Dmir_XP.017153579.1					
OG0016887												Dmir_XP.017153686.2					
OG0016888												Dmir_XP.017153888.1					
OG0016889												Dmir_XP.017154160.1					
OG0016890												Dmir_XP.017154859.1					
OG0016891												Dmir_XP.017154889.1					
OG0016892												Dmir_XP.017155000.1					
OG0016893												Dmir_XP.017155076.1					
OG0016894												Dmir_XP.017155594.1					
OG0016895												Dmir_XP.017155735.2					
OG0016896												Dmir_XP.017155879.1					
OG0016897												Dmir_XP.017155945.2					
OG0016898												Dmir_XP.017156719.1					
OG0016899												Dmir_XP.017156766.1					
OG0016900												Dmir_XP.017156767.2					
OG0016901												Dmir_XP.017156952.1					
OG0016902												Dmir_XP.017157065.1					
OG0016903												Dmir_XP.017157104.1					
OG0016904												Dmir_XP.033241954.1					
OG0016905												Dmir_XP.033242082.1					
OG0016906												Dmir_XP.033242134.1					
OG0016907												Dmir_XP.033242250.1					
OG0016908												Dmir_XP.033242251.1					
OG0016909												Dmir_XP.033242322.1					
OG0016910												Dmir_XP.033242735.1					
OG0016911												Dmir_XP.033242810.1					
OG0016912												Dmir_XP.033242913.1					
OG0016913												Dmir_XP.033243102.1					
OG0016914												Dmir_XP.033243132.1					
OG0016915												Dmir_XP.033243208.1					
OG0016916												Dmir_XP.033243220.1					
OG0016917												Dmir_XP.033243252.1					
OG0016918												Dmir_XP.033243388.1					
OG0016919												Dmir_XP.033243426.1					
OG0016920												Dmir_XP.033243468.1					
OG0016921												Dmir_XP.033243469.1					
OG0016922												Dmir_XP.033243534.1					
OG0016923												Dmir_XP.033243581.1					
OG0016924												Dmir_XP.033243599.1					
OG0016925												Dmir_XP.033243603.1					
OG0016926												Dmir_XP.033243636.1					
OG0016927												Dmir_XP.033243668.1					
OG0016928												Dmir_XP.033243712.1					
OG0016929												Dmir_XP.033243722.1					
OG0016930												Dmir_XP.033243790.1					
OG0016931												Dmir_XP.033243835.1					
OG0016932												Dmir_XP.033244021.1					
OG0016933												Dmir_XP.033244054.1					
OG0016934												Dmir_XP.033244066.1					
OG0016935												Dmir_XP.033244201.1					
OG0016936												Dmir_XP.033244263.1					
OG0016937												Dmir_XP.033244552.1					
OG0016938												Dmir_XP.033244632.1					
OG0016939												Dmir_XP.033244682.1					
OG0016940												Dmir_XP.033244805.1					
OG0016941												Dmir_XP.033244806.1					
OG0016942												Dmir_XP.033244915.1					
OG0016943												Dmir_XP.033245149.1					
OG0016944												Dmir_XP.033245222.1					
OG0016945												Dmir_XP.033245303.1					
OG0016946												Dmir_XP.033245685.1					
OG0016947												Dmir_XP.033245966.1					
OG0016948												Dmir_XP.033246119.1					
OG0016949												Dmir_XP.033246182.1					
OG0016950												Dmir_XP.033246183.1					
OG0016951												Dmir_XP.033246301.1					
OG0016952												Dmir_XP.033246314.1					
OG0016953												Dmir_XP.033246438.1					
OG0016954												Dmir_XP.033246441.1					
OG0016955												Dmir_XP.033246585.1					
OG0016956												Dmir_XP.033247241.1					
OG0016957												Dmir_XP.033247347.1					
OG0016958												Dmir_XP.033247743.1					
OG0016959												Dmir_XP.033247755.1					
OG0016960												Dmir_XP.033247811.1					
OG0016961												Dmir_XP.033247863.1					
OG0016962												Dmir_XP.033247944.1					
OG0016963												Dmir_XP.033248133.1					
OG0016964												Dmir_XP.033248310.1					
OG0016965												Dmir_XP.033248349.1					
OG0016966												Dmir_XP.033248396.1					
OG0016967												Dmir_XP.033248450.1					
OG0016968												Dmir_XP.033248468.1					
OG0016969												Dmir_XP.033248469.1					
OG0016970												Dmir_XP.033248494.1					
OG0016971												Dmir_XP.033248495.1					
OG0016972												Dmir_XP.033248511.1					
OG0016973												Dmir_XP.033248689.1					
OG0016974												Dmir_XP.033248706.1					
OG0016975												Dmir_XP.033248748.1					
OG0016976												Dmir_XP.033248817.1					
OG0016977												Dmir_XP.033248855.1					
OG0016978												Dmir_XP.033248967.1					
OG0016979												Dmir_XP.033248984.1					
OG0016980												Dmir_XP.033249186.1					
OG0016981												Dmir_XP.033249214.1					
OG0016982												Dmir_XP.033249302.1					
OG0016983												Dmir_XP.033249316.1					
OG0016984												Dmir_XP.033249317.1					
OG0016985												Dmir_XP.033249340.1					
OG0016986												Dmir_XP.033249393.1					
OG0016987												Dmir_XP.033249526.1					
OG0016988												Dmir_XP.033249625.1					
OG0016989												Dmir_XP.033249733.1					
OG0016990												Dmir_XP.033249870.1					
OG0016991												Dmir_XP.033249871.1					
OG0016992												Dmir_XP.033250033.1					
OG0016993												Dmir_XP.033250050.1					
OG0016994												Dmir_XP.033250169.1					
OG0016995												Dmir_XP.033250388.1					
OG0016996												Dmir_XP.033250465.1					
OG0016997												Dmir_XP.033250514.1					
OG0016998												Dmir_XP.033250523.1					
OG0016999												Dmir_XP.033250552.1					
OG0017000												Dmir_XP.033250627.1					
OG0017001												Dmir_XP.033250631.1					
OG0017002												Dmir_XP.033250665.1					
OG0017003												Dmir_XP.033250779.1					
OG0017004												Dmir_XP.033250827.1					
OG0017005												Dmir_XP.033250886.1					
OG0017006												Dmir_XP.033250904.1					
OG0017007												Dmir_XP.033250945.1					
OG0017008												Dmir_XP.033250969.1					
OG0017009												Dmir_XP.033251022.1					
OG0017010												Dmir_XP.033251025.1					
OG0017011												Dmir_XP.033251067.1					
OG0017012												Dmir_XP.033251138.1					
OG0017013												Dmir_XP.033251139.1					
OG0017014												Dmir_XP.033251146.1					
OG0017015												Dmir_XP.033251348.1					
OG0017016												Dmir_XP.033251362.1					
OG0017017												Dmir_XP.033251410.1					
OG0017018												Dmir_XP.033251421.1					
OG0017019												Dmir_XP.033251469.1					
OG0017020												Dmir_XP.033251473.1					
OG0017021												Dmir_XP.033251480.1					
OG0017022												Dmir_XP.033251506.1					
OG0017023												Dmir_XP.033251539.1					
OG0017024												Dmir_XP.033251576.1					
OG0017025												Dmir_XP.033251619.1					
OG0017026												Dmir_XP.033251655.1					
OG0017027												Dmir_XP.033251688.1					
OG0017028												Dmir_XP.033251689.1					
OG0017029												Dmir_XP.033251753.1					
OG0017030												Dmir_XP.033251783.1					
OG0017031												Dmir_XP.033251853.1					
OG0017032												Dmir_XP.033251938.1					
OG0017033												Dmir_XP.033251962.1					
OG0017034												Dmir_XP.033252049.1					
OG0017035												Dmir_XP.033252080.1					
OG0017036												Dmir_XP.033252110.1					
OG0017037												Dmir_XP.033252151.1					
OG0017038												Dmir_XP.033252175.1					
OG0017039												Dmir_XP.033252176.1					
OG0017040												Dmir_XP.033252182.1					
OG0017041												Dmir_XP.033252183.1					
OG0017042												Dmir_XP.033252189.1					
OG0017043												Dmir_XP.033252199.1					
OG0017044												Dmir_XP.033252202.1					
OG0017045												Dmir_XP.033252204.1					
OG0017046												Dmir_XP.033252230.1					
OG0017047												Dmir_XP.033252234.1					
OG0017048												Dmir_XP.033252259.1					
OG0017049												Dmir_XP.033252265.1					
OG0017050												Dmir_XP.033252292.1					
OG0017051												Dmir_XP.033252300.1					
OG0017052												Dmir_XP.033252307.1					
OG0017053												Dmir_XP.033252310.1					
OG0017054												Dmir_XP.033252313.1					
OG0017055												Dmir_XP.033252340.1					
OG0017056												Dmir_XP.033252341.1					
OG0017057												Dmir_XP.033252346.1					
OG0017058												Dmir_XP.033252363.1					
OG0017059												Dmir_XP.033252369.1					
OG0017060												Dmir_XP.033252374.1					
OG0017061												Dmir_XP.033252377.1					
OG0017062												Dmir_XP.033252378.1					
OG0017063												Dmir_XP.033252384.1					
OG0017064												Dmir_XP.033252390.1					
OG0017065												Dmir_XP.033252460.1					
OG0017066												Dmir_XP.033252506.1					
OG0017067												Dmir_XP.033252517.1					
OG0017068												Dmir_XP.033252538.1					
OG0017069												Dmir_XP.033252561.1					
OG0017070												Dmir_XP.033252605.1					
OG0017071												Dmir_XP.033252668.1					
OG0017072												Dmir_XP.033252775.1					
OG0017073												Dmir_XP.033252814.1					
OG0017074												Dmir_XP.033252820.1					
OG0017075												Dmir_XP.033252828.1					
OG0017076												Dmir_XP.033252867.1					
OG0017077												Dmir_XP.033252884.1					
OG0017078												Dmir_XP.033252895.1					
OG0017079												Dmir_XP.033252983.1					
OG0017080												Dmir_XP.033253031.1					
OG0017081												Dmir_XP.033253067.1					
OG0017082												Dmir_XP.033253101.1					
OG0017083												Dmir_XP.033253207.1					
OG0017084												Dmir_XP.033253254.1					
OG0017085												Dmir_XP.033253348.1					
OG0017086												Dmir_XP.033253372.1					
OG0017087												Dmir_XP.033253428.1					
OG0017088												Dmir_XP.033253439.1					
OG0017089												Dmir_XP.033253477.1					
OG0017090												Dmir_XP.033253482.1					
OG0017091												Dmir_XP.033253514.1					
OG0017092												Dmir_XP.033253516.1					
OG0017093												Dmir_XP.033253521.1					
OG0017094												Dmir_XP.033253576.1					
OG0017095												Dmir_XP.033253579.1					
OG0017096												Dmir_XP.033253600.1					
OG0017097												Dmir_XP.033253610.1					
OG0017098												Dmir_XP.033253613.1					
OG0017099												Dmir_XP.033253623.1					
OG0017100												Dmir_XP.033253630.1					
OG0017101												Dmir_XP.033253656.1					
OG0017102												Dmir_XP.033253675.1					
OG0017103												Dmir_XP.033253693.1					
OG0017104												Dmir_XP.033253701.1					
OG0017105												Dmir_XP.033253710.1					
OG0017106												Dmir_XP.033253715.1					
OG0017107												Dmir_XP.033253724.1					
OG0017108												Dmir_XP.033253779.1					
OG0017109												Dmir_XP.033253825.1					
OG0017110												Dmir_XP.033253912.1					
OG0017111												Dmir_XP.033253919.1					
OG0017112												Dmir_XP.033253921.1					
OG0017113												Dmir_XP.033253971.1					
OG0017114												Dmir_XP.033253991.1					
OG0017115												Dmir_XP.033254042.1					
OG0017116												Dmir_XP.033254109.1					
OG0017117												Dmir_XP.033254159.1					
OG0017118												Dmir_XP.033254273.1					
OG0017119												Dmir_XP.033254280.1					
OG0017120												Dmir_XP.033254287.1					
OG0017121												Dmir_XP.033254300.1					
OG0017122												Dmir_XP.033254348.1					
OG0017123												Dmir_XP.033254370.1					
OG0017124												Dmir_XP.033254377.1					
OG0017125												Dmir_XP.033254389.1					
OG0017126												Dmir_XP.033254426.1					
OG0017127												Dmir_XP.033254441.1					
OG0017128												Dmir_XP.033254442.1					
OG0017129												Dmir_XP.033254477.1					
OG0017130												Dmir_XP.033254482.1					
OG0017131												Dmir_XP.033254500.1					
OG0017132												Dmir_XP.033254575.1					
OG0017133												Dmir_XP.033254610.1					
OG0017134												Dmir_XP.033254632.1					
OG0017135												Dmir_XP.033254633.1					
OG0017136												Dmir_XP.033254648.1					
OG0017137												Dmir_XP.033254666.1					
OG0017138												Dmir_XP.033254667.1					
OG0017139												Dmir_XP.033255117.1					
OG0017140												Dmir_XP.033255118.1					
OG0017141												Dmir_XP.033255122.1					
OG0017142												Dmir_XP.033255272.1					
OG0017143												Dmir_XP.033255368.1					
OG0017144												Dmir_XP.033255625.1					
OG0017145												Dmir_XP.033255629.1					
OG0017146												Dmir_XP.033255796.1					
OG0017147												Dmir_XP.033255815.1					
OG0017148												Dmir_XP.033255829.1					
OG0017149													Dpse_XP.002132264.2				
OG0017150													Dpse_XP.002132370.1				
OG0017151													Dpse_XP.002132984.2				
OG0017152													Dpse_XP.002133044.3				
OG0017153													Dpse_XP.002133102.1				
OG0017154													Dpse_XP.002133451.2				
OG0017155													Dpse_XP.002133585.3				
OG0017156													Dpse_XP.002133623.1				
OG0017157													Dpse_XP.002134124.2				
OG0017158													Dpse_XP.002134412.3				
OG0017159													Dpse_XP.002134596.1				
OG0017160													Dpse_XP.002135360.2				
OG0017161													Dpse_XP.002136425.1				
OG0017162													Dpse_XP.002136945.3				
OG0017163													Dpse_XP.002137278.3				
OG0017164													Dpse_XP.002137375.1				
OG0017165													Dpse_XP.002137801.2				
OG0017166													Dpse_XP.003736488.2				
OG0017167													Dpse_XP.015035442.2				
OG0017168													Dpse_XP.015036008.2				
OG0017169													Dpse_XP.015036721.2				
OG0017170													Dpse_XP.015036758.2				
OG0017171													Dpse_XP.015037073.2				
OG0017172													Dpse_XP.015037600.2				
OG0017173													Dpse_XP.015037772.1				
OG0017174													Dpse_XP.015037974.2				
OG0017175													Dpse_XP.015038269.2				
OG0017176													Dpse_XP.015039122.2				
OG0017177													Dpse_XP.015040197.2				
OG0017178													Dpse_XP.015040232.2				
OG0017179													Dpse_XP.015041143.1				
OG0017180													Dpse_XP.015041268.2				
OG0017181													Dpse_XP.015041317.2				
OG0017182													Dpse_XP.015041328.2				
OG0017183													Dpse_XP.015041354.2				
OG0017184													Dpse_XP.015041492.2				
OG0017185													Dpse_XP.015041860.2				
OG0017186													Dpse_XP.015042108.2				
OG0017187													Dpse_XP.015042397.2				
OG0017188													Dpse_XP.015043219.2				
OG0017189													Dpse_XP.015043366.2				
OG0017190													Dpse_XP.015043779.2				
OG0017191													Dpse_XP.015043952.2				
OG0017192													Dpse_XP.033232597.1				
OG0017193													Dpse_XP.033232607.1				
OG0017194													Dpse_XP.033232760.1				
OG0017195													Dpse_XP.033232888.1				
OG0017196													Dpse_XP.033232906.1				
OG0017197													Dpse_XP.033232938.1				
OG0017198													Dpse_XP.033233002.1				
OG0017199													Dpse_XP.033233178.1				
OG0017200													Dpse_XP.033233203.1				
OG0017201													Dpse_XP.033233212.1				
OG0017202													Dpse_XP.033233472.1				
OG0017203													Dpse_XP.033233478.1				
OG0017204													Dpse_XP.033233810.1				
OG0017205													Dpse_XP.033233851.1				
OG0017206													Dpse_XP.033234038.1				
OG0017207													Dpse_XP.033234133.1				
OG0017208													Dpse_XP.033234137.1				
OG0017209													Dpse_XP.033234192.1				
OG0017210													Dpse_XP.033234843.1				
OG0017211													Dpse_XP.033235319.1				
OG0017212													Dpse_XP.033235352.1				
OG0017213													Dpse_XP.033235518.1				
OG0017214													Dpse_XP.033235588.1				
OG0017215													Dpse_XP.033235634.1				
OG0017216													Dpse_XP.033235658.1				
OG0017217													Dpse_XP.033235706.1				
OG0017218													Dpse_XP.033235741.1				
OG0017219													Dpse_XP.033235805.1				
OG0017220													Dpse_XP.033235882.1				
OG0017221													Dpse_XP.033235888.1				
OG0017222													Dpse_XP.033235937.1				
OG0017223													Dpse_XP.033235968.1				
OG0017224													Dpse_XP.033235977.1				
OG0017225													Dpse_XP.033236041.1				
OG0017226													Dpse_XP.033236192.1				
OG0017227													Dpse_XP.033236266.1				
OG0017228													Dpse_XP.033236409.1				
OG0017229													Dpse_XP.033236436.1				
OG0017230													Dpse_XP.033236491.1				
OG0017231													Dpse_XP.033236714.1				
OG0017232													Dpse_XP.033236725.1				
OG0017233													Dpse_XP.033236736.1				
OG0017234													Dpse_XP.033236746.1				
OG0017235													Dpse_XP.033237115.1				
OG0017236													Dpse_XP.033237380.1				
OG0017237													Dpse_XP.033237385.1				
OG0017238													Dpse_XP.033237394.1				
OG0017239													Dpse_XP.033237532.1				
OG0017240													Dpse_XP.033237622.1				
OG0017241													Dpse_XP.033238003.1				
OG0017242													Dpse_XP.033238286.1				
OG0017243													Dpse_XP.033238496.1				
OG0017244													Dpse_XP.033238571.1				
OG0017245													Dpse_XP.033238768.1				
OG0017246													Dpse_XP.033238774.1				
OG0017247													Dpse_XP.033238839.1				
OG0017248													Dpse_XP.033238882.1				
OG0017249													Dpse_XP.033238887.1				
OG0017250													Dpse_XP.033238983.1				
OG0017251													Dpse_XP.033238996.1				
OG0017252													Dpse_XP.033239039.1				
OG0017253													Dpse_XP.033239350.1				
OG0017254													Dpse_XP.033239544.1				
OG0017255													Dpse_XP.033239561.1				
OG0017256													Dpse_XP.033239692.1				
OG0017257													Dpse_XP.033239712.1				
OG0017258													Dpse_XP.033239872.1				
OG0017259													Dpse_XP.033239891.1				
OG0017260													Dpse_XP.033239966.1				
OG0017261													Dpse_XP.033240115.1				
OG0017262													Dpse_XP.033240128.1				
OG0017263													Dpse_XP.033240229.1				
OG0017264													Dpse_XP.033240365.1				
OG0017265													Dpse_XP.033240427.1				
OG0017266													Dpse_XP.033240465.1				
OG0017267													Dpse_XP.033240618.1				
OG0017268													Dpse_XP.033240726.1				
OG0017269													Dpse_XP.033240770.1				
OG0017270													Dpse_XP.033241170.1				
OG0017271													Dpse_XP.033241423.1				
OG0017272													Dpse_XP.033241764.1				
OG0017273													Dpse_XP.033241882.1				
OG0017274														Dsec_XP.002031517.1			
OG0017275														Dsec_XP.002032918.1			
OG0017276														Dsec_XP.002034536.2			
OG0017277														Dsec_XP.002034864.1			
OG0017278														Dsec_XP.002036557.1			
OG0017279														Dsec_XP.002036975.2			
OG0017280														Dsec_XP.002037765.1			
OG0017281														Dsec_XP.002038979.1			
OG0017282														Dsec_XP.002039408.2			
OG0017283														Dsec_XP.002039617.1			
OG0017284														Dsec_XP.002039620.1			
OG0017285														Dsec_XP.002040026.1			
OG0017286														Dsec_XP.002040384.2			
OG0017287														Dsec_XP.002041129.1			
OG0017288														Dsec_XP.002042360.1			
OG0017289														Dsec_XP.002042583.2			
OG0017290														Dsec_XP.032569948.1			
OG0017291														Dsec_XP.032569995.1			
OG0017292														Dsec_XP.032570280.1			
OG0017293														Dsec_XP.032570281.1			
OG0017294														Dsec_XP.032570557.1			
OG0017295														Dsec_XP.032570928.1			
OG0017296														Dsec_XP.032571784.1			
OG0017297														Dsec_XP.032571857.1			
OG0017298														Dsec_XP.032571920.1			
OG0017299														Dsec_XP.032572380.1			
OG0017300														Dsec_XP.032572811.1			
OG0017301														Dsec_XP.032572983.1			
OG0017302														Dsec_XP.032573027.1			
OG0017303														Dsec_XP.032573242.1			
OG0017304														Dsec_XP.032573251.1			
OG0017305														Dsec_XP.032573472.1			
OG0017306														Dsec_XP.032573758.1			
OG0017307														Dsec_XP.032574035.1			
OG0017308														Dsec_XP.032574707.1			
OG0017309														Dsec_XP.032574708.1			
OG0017310														Dsec_XP.032574985.1			
OG0017311														Dsec_XP.032575221.1			
OG0017312														Dsec_XP.032575351.1			
OG0017313														Dsec_XP.032575396.1			
OG0017314														Dsec_XP.032575482.1			
OG0017315														Dsec_XP.032575497.1			
OG0017316														Dsec_XP.032576834.1			
OG0017317														Dsec_XP.032577075.1			
OG0017318														Dsec_XP.032577132.1			
OG0017319														Dsec_XP.032577160.1			
OG0017320														Dsec_XP.032577230.1			
OG0017321														Dsec_XP.032577246.1			
